GroupedDeckFaction,Name,Rarity,TotalCards,DecksWithCard,NormalizedTotalCards,DraftPack,Type,Faction,NumberOfDecks,PctDecksWithCard,AvgCopiesPerDeck
Praxis,Stoneshell Walker,Uncommon,1,1,1,FALSE,Unit,Praxis,50,2,1
Praxis,Gilded Flames,Uncommon,1,1,1,FALSE,Fast Spell,Fire,50,2,1
Praxis,Cautious Traveler,Uncommon,1,1,1,FALSE,Unit,Fire,50,2,1
Praxis,Shingane Forge,Uncommon,1,1,1,FALSE,Relic,Fire,50,2,1
Praxis,Locust,Uncommon,1,1,1,FALSE,Unit,Time,50,2,1
Praxis,Maddening Whisper,Uncommon,1,1,1,FALSE,Fast Spell,Time,50,2,1
Praxis,Urn of Choking Embers,Uncommon,1,1,1,FALSE,Cursed Relic,Fire,50,2,1
Praxis,Firemane Lioness,Uncommon,1,1,1,FALSE,Unit,Fire,50,2,1
Praxis,Frost Elemental,Uncommon,1,1,1,FALSE,Unit,Primal,50,2,1
Praxis,Keen Saddleback,Uncommon,1,1,1,FALSE,Unit,Primal,50,2,1
Praxis,Seek Answers,Uncommon,1,1,1,FALSE,Spell,Neutral,50,2,1
Praxis,Cinder Sprite,Uncommon,1,1,1,FALSE,Unit,Fire,50,2,1
Praxis,Temporal Adept,Uncommon,1,1,1,FALSE,Unit,Time,50,2,1
Hooru,Svetya's Faithful,Common,19,11,19,FALSE,Unit,Justice,19,57.9,1.7
Hooru,Argenport Soldier,Common,15,10,16.5,TRUE,Unit,Justice,19,52.6,1.5
Hooru,Retribution,Common,16,11,16,FALSE,Spell,Justice,19,57.9,1.5
Hooru,Copperhall Recruit,Common,13,9,14.3,TRUE,Unit,Justice,19,47.4,1.4
Hooru,Lightning Strike,Common,13,10,14.3,TRUE,Fast Spell,Primal,19,52.6,1.3
Hooru,Tauride Test Pilot,Common,14,11,14,FALSE,Unit,Justice,19,57.9,1.3
Hooru,Brightmace Paladin,Common,12,9,13.200000000000001,TRUE,Unit,Justice,19,47.4,1.3
Hooru,Mithril Mace,Common,12,9,13.200000000000001,TRUE,Relic Weapon,Justice,19,47.4,1.3
Hooru,Advance Scout,Common,12,8,13.200000000000001,TRUE,Unit,Primal,19,42.1,1.5
Hooru,Emerald Coin,Common,12,8,12,FALSE,Power,Justice,19,42.1,1.5
Hooru,Flash Grenade,Common,11,9,11,FALSE,Fast Spell,Justice,19,47.4,1.2
Hooru,High Alert,Common,10,7,10,FALSE,Fast Spell,Justice,19,36.8,1.4
Hooru,Roosting Warhawk,Common,10,6,10,FALSE,Unit,Justice,19,31.6,1.7
Hooru,Downfall,Common,9,8,9.9,TRUE,Spell,Justice,19,42.1,1.1
Hooru,Spellstrike Sorceress,Common,9,5,9,FALSE,Unit,Justice,19,26.3,1.8
Hooru,Cobalt Coin,Common,9,8,9,FALSE,Power,Primal,19,42.1,1.1
Hooru,Camp Surveyor,Common,9,6,9,FALSE,Unit,Primal,19,31.6,1.5
Hooru,Elder Meditant,Common,9,6,9,FALSE,Unit,Primal,19,31.6,1.5
Hooru,Flash Freeze,Common,8,8,8.8,TRUE,Fast Spell,Primal,19,42.1,1
Hooru,Cloudsnake Hatchling,Common,8,5,8.8,TRUE,Unit,Primal,19,26.3,1.6
Hooru,Soaring Guard,Common,8,7,8.8,TRUE,Unit,Justice,19,36.8,1.1
Hooru,Torrential Downpour,Common,8,7,8.8,TRUE,Spell,Primal,19,36.8,1.1
Hooru,Steadfast Paladin,Common,8,7,8,FALSE,Unit,Justice,19,36.8,1.1
Hooru,Kosul Curator,Common,8,6,8,FALSE,Unit,Justice,19,31.6,1.3
Hooru,Snowmass Jotun,Common,8,7,8,FALSE,Unit,Primal,19,36.8,1.1
Hooru,Scaly Gruan,Common,7,5,7.700000000000001,TRUE,Unit,Primal,19,26.3,1.4
Hooru,Aerial Ace,Common,7,5,7.700000000000001,TRUE,Unit,Primal,19,26.3,1.4
Hooru,Auric Lookout,Common,7,5,7,FALSE,Unit,Justice,19,26.3,1.4
Hooru,Yeti Instigator,Common,7,6,7,FALSE,Unit,Primal,19,31.6,1.2
Hooru,Detain,Common,6,5,6.6000000000000005,TRUE,Fast Spell,Justice,19,26.3,1.2
Hooru,Valkyrie Militant,Common,6,5,6.6000000000000005,TRUE,Unit,Justice,19,26.3,1.2
Hooru,Lingering Influence,Common,6,6,6.6000000000000005,TRUE,Spell,Justice,19,31.6,1
Hooru,Twin Sai,Common,6,5,6,FALSE,Relic Weapon,Justice,19,26.3,1.2
Hooru,Diving Pteriax,Common,6,5,6,FALSE,Unit,Primal,19,26.3,1.2
Hooru,Seek Power,Common,5,4,5.5,TRUE,Spell,Neutral,19,21.1,1.2
Hooru,Sharpened Reflex,Common,5,4,5.5,TRUE,Fast Spell,Justice,19,21.1,1.2
Hooru,Fall Short,Common,5,5,5.5,TRUE,Fast Spell,Justice,19,26.3,1
Hooru,Murderous Flock,Common,5,3,5,FALSE,Unit,Primal,19,15.8,1.7
Hooru,Hold Under,Common,5,4,5,FALSE,Spell,Primal,19,21.1,1.2
Hooru,Warfront Missionary,Common,5,2,5,FALSE,Unit,Justice,19,10.5,2.5
Hooru,Backlash,Common,4,3,4.4,TRUE,Fast Spell,Primal,19,15.8,1.3
Hooru,Fend Off,Common,4,4,4,FALSE,Fast Spell,Primal,19,21.1,1
Hooru,Furnish,Common,4,4,4,FALSE,Fast Spell,Primal,19,21.1,1
Hooru,Death from Above,Common,4,3,4,FALSE,Spell,Primal,19,15.8,1.3
Hooru,Trailblaze,Common,3,3,3.3000000000000003,TRUE,Fast Spell,Primal,19,15.8,1
Hooru,Snowfort,Common,3,3,3.3000000000000003,TRUE,Relic,Primal,19,15.8,1
Hooru,Spire Spellsword,Common,3,3,3.3000000000000003,TRUE,Unit,Justice,19,15.8,1
Hooru,Kosul Diplomat,Common,3,3,3.3000000000000003,TRUE,Unit,Justice,19,15.8,1
Hooru,Kosul Bladebarrier,Common,3,2,3,FALSE,Unit,Justice,19,10.5,1.5
Hooru,Belligerent Yeti,Common,3,3,3,FALSE,Unit,Primal,19,15.8,1
Hooru,Araktodon,Common,2,2,2.2,TRUE,Unit,Primal,19,10.5,1
Hooru,Voracious Fosora,Common,2,2,2.2,TRUE,Unit,Primal,19,10.5,1
Hooru,Crystal Dirk,Common,2,2,2.2,TRUE,Weapon,Primal,19,10.5,1
Hooru,Iron Hook,Common,2,2,2.2,TRUE,Relic Weapon,Neutral,19,10.5,1
Hooru,Yeti Bully,Common,2,2,2,FALSE,Unit,Primal,19,10.5,1
Hooru,Horn of Plenty,Common,2,1,2,FALSE,Relic,Time,19,5.3,2
Hooru,Heist,Common,2,2,2,FALSE,Spell,Justice,19,10.5,1
Hooru,Daze,Common,1,1,1.1,TRUE,Fast Spell,Neutral,19,5.3,1
Hooru,Icebow,Common,1,1,1.1,TRUE,Weapon,Primal,19,5.3,1
Hooru,Cirso's Meddling,Common,1,1,1.1,TRUE,Fast Spell,Primal,19,5.3,1
Hooru,Tinker,Common,1,1,1.1,TRUE,Spell,Justice,19,5.3,1
Hooru,Granite Coin,Common,1,1,1,FALSE,Power,Fire,19,5.3,1
Hooru,Fledgling Owlet,Common,1,1,1,FALSE,Unit,Primal,19,5.3,1
Hooru,Fragility,Common,1,1,1,FALSE,Curse,Primal,19,5.3,1
Hooru,Rampart Arbalest,Uncommon,7,7,9.1,TRUE,Relic Weapon,Justice,19,36.8,1
Hooru,Lightning Sprite,Uncommon,7,7,7,FALSE,Unit,Primal,19,36.8,1
Hooru,Keen Saddleback,Uncommon,7,6,7,FALSE,Unit,Primal,19,31.6,1.2
Hooru,Crownwatch Standard,Uncommon,5,4,6.5,TRUE,Power,Justice,19,21.1,1.2
Hooru,Permafrost,Uncommon,4,4,5.2,TRUE,Curse,Primal,19,21.1,1
Hooru,Clan Standard,Uncommon,4,4,5.2,TRUE,Power,Primal,19,21.1,1
Hooru,Steel Legion,Uncommon,5,4,5,FALSE,Unit,Justice,19,21.1,1.2
Hooru,Frost Elemental,Uncommon,5,5,5,FALSE,Unit,Primal,19,26.3,1
Hooru,War Wagon,Uncommon,4,4,4,FALSE,Unit,Justice,19,21.1,1
Hooru,Shieldcrafter,Uncommon,4,3,4,FALSE,Unit,Justice,19,15.8,1.3
Hooru,Cloudsnake Matriarch,Uncommon,4,4,4,FALSE,Unit,Primal,19,21.1,1
Hooru,Hooru Insignia,Uncommon,4,4,4,FALSE,Power,Hooru,19,21.1,1
Hooru,Heretic's Cannon,Uncommon,4,3,4,FALSE,Weapon,Fire,19,15.8,1.3
Hooru,Wild Cloudsnake,Uncommon,3,3,3.9000000000000004,TRUE,Unit,Primal,19,15.8,1
Hooru,Throne Warden,Uncommon,3,3,3.9000000000000004,TRUE,Unit,Justice,19,15.8,1
Hooru,Fearless Yeti,Uncommon,3,3,3.9000000000000004,TRUE,Unit,Primal,19,15.8,1
Hooru,Kosul Battlemage,Uncommon,3,2,3.9000000000000004,TRUE,Unit,Justice,19,10.5,1.5
Hooru,Defiance,Uncommon,3,3,3.9000000000000004,TRUE,Fast Spell,Justice,19,15.8,1
Hooru,Aggressive Ursine,Uncommon,3,3,3,FALSE,Unit,Primal,19,15.8,1
Hooru,Headhunter,Uncommon,3,2,3,FALSE,Unit,Justice,19,10.5,1.5
Hooru,Silverwing Familiar,Uncommon,2,2,2.6,TRUE,Unit,Justice,19,10.5,1
Hooru,Ceremonial Mask,Uncommon,2,2,2.6,TRUE,Relic Weapon,Justice,19,10.5,1
Hooru,Skycrag Wyvarch,Uncommon,2,2,2.6,TRUE,Unit,Primal,19,10.5,1
Hooru,Silverwing Smith,Uncommon,2,2,2.6,TRUE,Unit,Justice,19,10.5,1
Hooru,Storm Talisman,Uncommon,2,1,2.6,TRUE,Relic,Primal,19,5.3,2
Hooru,Freewing Glider,Uncommon,2,2,2.6,TRUE,Weapon,Primal,19,10.5,1
Hooru,Resolute Paladin,Uncommon,2,2,2.6,TRUE,Unit,Justice,19,10.5,1
Hooru,Rallying Banner,Uncommon,2,2,2.6,TRUE,Relic,Justice,19,10.5,1
Hooru,Storm Spiral,Uncommon,2,2,2.6,TRUE,Fast Spell,Primal,19,10.5,1
Hooru,Auric Weaponsmith,Uncommon,2,2,2.6,TRUE,Unit,Justice,19,10.5,1
Hooru,Relentless Deadshot,Uncommon,2,2,2,FALSE,Unit,Justice,19,10.5,1
Hooru,Dinomancy Enthusiast,Uncommon,2,2,2,FALSE,Unit,Primal,19,10.5,1
Hooru,Gustrider,Uncommon,2,2,2,FALSE,Unit,Primal,19,10.5,1
Hooru,Avalanche Yeti,Uncommon,2,2,2,FALSE,Unit,Primal,19,10.5,1
Hooru,Re-read,Uncommon,2,2,2,FALSE,Spell,Primal,19,10.5,1
Hooru,Peaktop Trekker,Uncommon,2,2,2,FALSE,Unit,Primal,19,10.5,1
Hooru,Seat of Order,Uncommon,1,1,1.3,TRUE,Power,Hooru,19,5.3,1
Hooru,Seat of Fury,Uncommon,1,1,1.3,TRUE,Power,Skycrag,19,5.3,1
Hooru,Seat of Glory,Uncommon,1,1,1.3,TRUE,Power,Rakano,19,5.3,1
Hooru,Seat of Progress,Uncommon,1,1,1.3,TRUE,Power,Combrei,19,5.3,1
Hooru,Seat of Cunning,Uncommon,1,1,1.3,TRUE,Power,Feln,19,5.3,1
Hooru,Seat of Wisdom,Uncommon,1,1,1.3,TRUE,Power,Elysian,19,5.3,1
Hooru,Tinker Apprentice,Uncommon,1,1,1.3,TRUE,Unit,Justice,19,5.3,1
Hooru,Armorsmith,Uncommon,1,1,1.3,TRUE,Unit,Justice,19,5.3,1
Hooru,Tundra Explorer,Uncommon,1,1,1.3,TRUE,Unit,Primal,19,5.3,1
Hooru,Icebreaker,Uncommon,1,1,1.3,TRUE,Unit,Primal,19,5.3,1
Hooru,Stormcaller,Uncommon,1,1,1.3,TRUE,Unit,Primal,19,5.3,1
Hooru,Lumbering Gruan,Uncommon,1,1,1.3,TRUE,Unit,Primal,19,5.3,1
Hooru,Horngrinder,Uncommon,1,1,1.3,TRUE,Unit,Justice,19,5.3,1
Hooru,Valkyrie Bodyguard,Uncommon,1,1,1.3,TRUE,Unit,Justice,19,5.3,1
Hooru,Heirloom Blade,Uncommon,1,1,1.3,TRUE,Relic Weapon,Justice,19,5.3,1
Hooru,Savage Denial,Uncommon,1,1,1.3,TRUE,Fast Spell,Primal,19,5.3,1
Hooru,Pitfall Trap,Uncommon,1,1,1.3,TRUE,Relic,Primal,19,5.3,1
Hooru,Silver Shortsword,Uncommon,1,1,1,FALSE,Relic Weapon,Justice,19,5.3,1
Hooru,Touch of Grace,Uncommon,1,1,1,FALSE,Fast Spell,Justice,19,5.3,1
Hooru,Reclaim,Uncommon,1,1,1,FALSE,Spell,Justice,19,5.3,1
Hooru,Unseen Ghostblade,Uncommon,1,1,1,FALSE,Relic Weapon,Justice,19,5.3,1
Hooru,Valkyrie Accuser,Uncommon,1,1,1,FALSE,Unit,Justice,19,5.3,1
Hooru,Good Idea at the Time,Uncommon,1,1,1,FALSE,Spell,Primal,19,5.3,1
Hooru,Warning Jolt,Uncommon,1,1,1,FALSE,Fast Spell,Primal,19,5.3,1
Hooru,Read the Runes,Uncommon,1,1,1,FALSE,Fast Spell,Primal,19,5.3,1
Hooru,Isolate,Uncommon,1,1,1,FALSE,Fast Spell,Justice,19,5.3,1
Argenport,Tauride Test Pilot,Common,20,15,20,FALSE,Unit,Justice,23,65.2,1.3
Argenport,Svetya's Faithful,Common,18,11,18,FALSE,Unit,Justice,23,47.8,1.6
Argenport,Retribution,Common,18,12,18,FALSE,Spell,Justice,23,52.2,1.5
Argenport,Dark Return,Common,14,10,15.400000000000002,TRUE,Spell,Shadow,23,43.5,1.4
Argenport,Roosting Warhawk,Common,15,11,15,FALSE,Unit,Justice,23,47.8,1.4
Argenport,Emerald Coin,Common,15,13,15,FALSE,Power,Justice,23,56.5,1.2
Argenport,Argenport Soldier,Common,13,11,14.3,TRUE,Unit,Justice,23,47.8,1.2
Argenport,Valkyrie Militant,Common,13,9,14.3,TRUE,Unit,Justice,23,39.1,1.4
Argenport,Scavenging Vulture,Common,12,9,13.200000000000001,TRUE,Unit,Shadow,23,39.1,1.3
Argenport,Mithril Mace,Common,11,9,12.100000000000001,TRUE,Relic Weapon,Justice,23,39.1,1.2
Argenport,Sharpened Reflex,Common,11,9,12.100000000000001,TRUE,Fast Spell,Justice,23,39.1,1.2
Argenport,Steadfast Paladin,Common,12,10,12,FALSE,Unit,Justice,23,43.5,1.2
Argenport,High Alert,Common,12,11,12,FALSE,Fast Spell,Justice,23,47.8,1.1
Argenport,Razorquill,Common,12,8,12,FALSE,Unit,Shadow,23,34.8,1.5
Argenport,Brightmace Paladin,Common,10,8,11,TRUE,Unit,Justice,23,34.8,1.2
Argenport,Seek Power,Common,10,7,11,TRUE,Spell,Neutral,23,30.4,1.4
Argenport,Fall Short,Common,10,7,11,TRUE,Fast Spell,Justice,23,30.4,1.4
Argenport,Stonescar Outfitter,Common,11,10,11,FALSE,Unit,Shadow,23,43.5,1.1
Argenport,Bloodnurse,Common,10,7,10,FALSE,Unit,Shadow,23,30.4,1.4
Argenport,Eviscerate,Common,10,9,10,FALSE,Spell,Shadow,23,39.1,1.1
Argenport,Extract,Common,9,8,9.9,TRUE,Spell,Shadow,23,34.8,1.1
Argenport,Mob Rule,Common,9,8,9.9,TRUE,Fast Spell,Shadow,23,34.8,1.1
Argenport,Flickerling,Common,9,7,9.9,TRUE,Unit,Shadow,23,30.4,1.3
Argenport,Auric Lookout,Common,9,7,9,FALSE,Unit,Justice,23,30.4,1.3
Argenport,Kosul Bladebarrier,Common,9,8,9,FALSE,Unit,Justice,23,34.8,1.1
Argenport,Direfang Spider,Common,8,8,8.8,TRUE,Unit,Shadow,23,34.8,1
Argenport,Soaring Guard,Common,8,7,8.8,TRUE,Unit,Justice,23,30.4,1.1
Argenport,Curator's Spear,Common,8,8,8.8,TRUE,Relic Weapon,Shadow,23,34.8,1
Argenport,Crooked Alleyguide,Common,8,7,8,FALSE,Unit,Shadow,23,30.4,1.1
Argenport,Flash Grenade,Common,8,6,8,FALSE,Fast Spell,Justice,23,26.1,1.3
Argenport,Lingering Influence,Common,7,6,7.700000000000001,TRUE,Spell,Justice,23,26.1,1.2
Argenport,Kosul Diplomat,Common,7,6,7.700000000000001,TRUE,Unit,Justice,23,26.1,1.2
Argenport,Angry Prophet,Common,7,5,7,FALSE,Unit,Shadow,23,21.7,1.4
Argenport,Bandit's Flail,Common,7,5,7,FALSE,Relic Weapon,Shadow,23,21.7,1.4
Argenport,Copperhall Recruit,Common,6,4,6.6000000000000005,TRUE,Unit,Justice,23,17.4,1.5
Argenport,Inspire Obedience,Common,6,5,6.6000000000000005,TRUE,Spell,Shadow,23,21.7,1.2
Argenport,Amethyst Coin,Common,6,4,6,FALSE,Power,Shadow,23,17.4,1.5
Argenport,Warfront Missionary,Common,6,6,6,FALSE,Unit,Justice,23,26.1,1
Argenport,Downfall,Common,5,5,5.5,TRUE,Spell,Justice,23,21.7,1
Argenport,Spellstrike Sorceress,Common,5,4,5,FALSE,Unit,Justice,23,17.4,1.2
Argenport,Kosul Curator,Common,5,4,5,FALSE,Unit,Justice,23,17.4,1.2
Argenport,Twin Sai,Common,5,5,5,FALSE,Relic Weapon,Justice,23,21.7,1
Argenport,Detain,Common,4,4,4.4,TRUE,Fast Spell,Justice,23,17.4,1
Argenport,Venomfang Dagger,Common,4,3,4.4,TRUE,Weapon,Shadow,23,13,1.3
Argenport,Worn Shield,Common,4,2,4.4,TRUE,Weapon,Neutral,23,8.7,2
Argenport,Cobalt Coin,Common,4,3,4,FALSE,Power,Primal,23,13,1.3
Argenport,Scheme,Common,3,3,3.3000000000000003,TRUE,Spell,Shadow,23,13,1
Argenport,Sorrow's Shroud,Common,3,3,3.3000000000000003,TRUE,Weapon,Shadow,23,13,1
Argenport,Muck Crawler,Common,3,2,3,FALSE,Unit,Shadow,23,8.7,1.5
Argenport,Flash Freeze,Common,2,2,2.2,TRUE,Fast Spell,Primal,23,8.7,1
Argenport,Direwood Rampager,Common,2,2,2.2,TRUE,Unit,Shadow,23,8.7,1
Argenport,Tinker,Common,2,2,2.2,TRUE,Spell,Justice,23,8.7,1
Argenport,Afterimage,Common,2,2,2.2,TRUE,Spell,Shadow,23,8.7,1
Argenport,Improvised Club,Common,2,2,2.2,TRUE,Relic Weapon,Shadow,23,8.7,1
Argenport,Unchecked Aggression,Common,2,1,2,FALSE,Fast Spell,Shadow,23,4.3,2
Argenport,Gorgon Cutthroat,Common,2,2,2,FALSE,Unit,Shadow,23,8.7,1
Argenport,Streets Aflame,Common,2,1,2,FALSE,Fast Spell,Fire,23,4.3,2
Argenport,Horn of Plenty,Common,2,2,2,FALSE,Relic,Time,23,8.7,1
Argenport,Heist,Common,2,2,2,FALSE,Spell,Justice,23,8.7,1
Argenport,Daze,Common,1,1,1.1,TRUE,Fast Spell,Neutral,23,4.3,1
Argenport,Steadfast Deputy,Common,1,1,1.1,TRUE,Unit,Justice,23,4.3,1
Argenport,Icebow,Common,1,1,1.1,TRUE,Weapon,Primal,23,4.3,1
Argenport,Spire Spellsword,Common,1,1,1.1,TRUE,Unit,Justice,23,4.3,1
Argenport,Watchful Amanera,Common,1,1,1.1,TRUE,Unit,Time,23,4.3,1
Argenport,Iron Hook,Common,1,1,1.1,TRUE,Relic Weapon,Neutral,23,4.3,1
Argenport,Granite Coin,Common,1,1,1,FALSE,Power,Fire,23,4.3,1
Argenport,Char,Common,1,1,1,FALSE,Fast Spell,Fire,23,4.3,1
Argenport,Amber Coin,Common,1,1,1,FALSE,Power,Time,23,4.3,1
Argenport,Submerged Titan,Common,1,1,1,FALSE,Unit,Time,23,4.3,1
Argenport,Corrupted Behemoth,Common,1,1,1,FALSE,Unit,Time,23,4.3,1
Argenport,Suffocate,Uncommon,9,7,11.700000000000001,TRUE,Spell,Shadow,23,30.4,1.3
Argenport,Beastcaller's Amulet,Uncommon,7,7,9.1,TRUE,Weapon,Shadow,23,30.4,1
Argenport,Throne Warden,Uncommon,7,4,9.1,TRUE,Unit,Justice,23,17.4,1.8
Argenport,Lethrai Direbeast,Uncommon,7,6,7,FALSE,Unit,Shadow,23,26.1,1.2
Argenport,Umbren Voidbringer,Uncommon,7,7,7,FALSE,Unit,Shadow,23,30.4,1
Argenport,Relentless Deadshot,Uncommon,6,6,6,FALSE,Unit,Justice,23,26.1,1
Argenport,Unseen Ghostblade,Uncommon,6,6,6,FALSE,Relic Weapon,Justice,23,26.1,1
Argenport,Death Ripple,Uncommon,6,6,6,FALSE,Spell,Shadow,23,26.1,1
Argenport,Seat of Glory,Uncommon,4,3,5.2,TRUE,Power,Rakano,23,13,1.3
Argenport,Horngrinder,Uncommon,4,4,5.2,TRUE,Unit,Justice,23,17.4,1
Argenport,Silverwing Smith,Uncommon,4,4,5.2,TRUE,Unit,Justice,23,17.4,1
Argenport,Kosul Battlemage,Uncommon,4,4,5.2,TRUE,Unit,Justice,23,17.4,1
Argenport,Cabal Standard,Uncommon,4,4,5.2,TRUE,Power,Shadow,23,17.4,1
Argenport,Crownwatch Standard,Uncommon,4,4,5.2,TRUE,Power,Justice,23,17.4,1
Argenport,Shieldcrafter,Uncommon,5,4,5,FALSE,Unit,Justice,23,17.4,1.2
Argenport,Valkyrie Accuser,Uncommon,5,5,5,FALSE,Unit,Justice,23,21.7,1
Argenport,Cabal Repeater,Uncommon,5,4,5,FALSE,Unit,Shadow,23,17.4,1.2
Argenport,Headhunter,Uncommon,5,3,5,FALSE,Unit,Justice,23,13,1.7
Argenport,War Wagon,Uncommon,4,4,4,FALSE,Unit,Justice,23,17.4,1
Argenport,Steel Legion,Uncommon,4,3,4,FALSE,Unit,Justice,23,13,1.3
Argenport,Fallen Militiaman,Uncommon,4,3,4,FALSE,Unit,Shadow,23,13,1.3
Argenport,Isolate,Uncommon,4,4,4,FALSE,Fast Spell,Justice,23,17.4,1
Argenport,Seat of Vengeance,Uncommon,3,3,3.9000000000000004,TRUE,Power,Argenport,23,13,1
Argenport,Horsesnatcher Bat,Uncommon,3,3,3.9000000000000004,TRUE,Unit,Shadow,23,13,1
Argenport,Valkyrie Bodyguard,Uncommon,3,3,3.9000000000000004,TRUE,Unit,Justice,23,13,1
Argenport,Grenadin Bellower,Uncommon,3,2,3.9000000000000004,TRUE,Unit,Shadow,23,8.7,1.5
Argenport,Defiance,Uncommon,3,3,3.9000000000000004,TRUE,Fast Spell,Justice,23,13,1
Argenport,Stained Honor,Uncommon,3,3,3,FALSE,Unit,Shadow,23,13,1
Argenport,Hunting Anoura,Uncommon,3,3,3,FALSE,Unit,Shadow,23,13,1
Argenport,Pioneering Aviator,Uncommon,3,2,3,FALSE,Unit,Justice,23,8.7,1.5
Argenport,Bronze Cuirass,Uncommon,2,2,2.6,TRUE,Weapon,Justice,23,8.7,1
Argenport,Silverwing Familiar,Uncommon,2,2,2.6,TRUE,Unit,Justice,23,8.7,1
Argenport,Ceremonial Mask,Uncommon,2,2,2.6,TRUE,Relic Weapon,Justice,23,8.7,1
Argenport,Lifedrinker,Uncommon,2,2,2.6,TRUE,Relic Weapon,Shadow,23,8.7,1
Argenport,Cabal Cutthroat,Uncommon,2,2,2.6,TRUE,Unit,Shadow,23,8.7,1
Argenport,Rampart Arbalest,Uncommon,2,2,2.6,TRUE,Relic Weapon,Justice,23,8.7,1
Argenport,Sewer Sludge,Uncommon,2,2,2.6,TRUE,Unit,Shadow,23,8.7,1
Argenport,Auric Weaponsmith,Uncommon,2,2,2.6,TRUE,Unit,Justice,23,8.7,1
Argenport,Spiteful Strike,Uncommon,2,2,2,FALSE,Fast Spell,Shadow,23,8.7,1
Argenport,Seek Answers,Uncommon,2,2,2,FALSE,Spell,Neutral,23,8.7,1
Argenport,Seat of Progress,Uncommon,1,1,1.3,TRUE,Power,Combrei,23,4.3,1
Argenport,Seat of Chaos,Uncommon,1,1,1.3,TRUE,Power,Stonescar,23,4.3,1
Argenport,Tinker Apprentice,Uncommon,1,1,1.3,TRUE,Unit,Justice,23,4.3,1
Argenport,Armorsmith,Uncommon,1,1,1.3,TRUE,Unit,Justice,23,4.3,1
Argenport,Permafrost,Uncommon,1,1,1.3,TRUE,Curse,Primal,23,4.3,1
Argenport,Family Charter,Uncommon,1,1,1.3,TRUE,Relic,Neutral,23,4.3,1
Argenport,Shugo Standard,Uncommon,1,1,1.3,TRUE,Power,Fire,23,4.3,1
Argenport,Resolute Paladin,Uncommon,1,1,1.3,TRUE,Unit,Justice,23,4.3,1
Argenport,Heirloom Blade,Uncommon,1,1,1.3,TRUE,Relic Weapon,Justice,23,4.3,1
Argenport,Umbren Deathwatcher,Uncommon,1,1,1.3,TRUE,Unit,Shadow,23,4.3,1
Argenport,Rallying Banner,Uncommon,1,1,1.3,TRUE,Relic,Justice,23,4.3,1
Argenport,Silver Shortsword,Uncommon,1,1,1,FALSE,Relic Weapon,Justice,23,4.3,1
Argenport,Touch of Grace,Uncommon,1,1,1,FALSE,Fast Spell,Justice,23,4.3,1
Argenport,Inner Might,Uncommon,1,1,1,FALSE,Fast Spell,Justice,23,4.3,1
Argenport,Remembrance,Uncommon,1,1,1,FALSE,Spell,Shadow,23,4.3,1
Argenport,Auric Reclaimer,Uncommon,1,1,1,FALSE,Unit,Shadow,23,4.3,1
Argenport,Illicit Armament,Uncommon,1,1,1,FALSE,Spell,Shadow,23,4.3,1
Argenport,Darkweave Enchantress,Uncommon,1,1,1,FALSE,Unit,Shadow,23,4.3,1
Argenport,Wretched Talon,Uncommon,1,1,1,FALSE,Relic Weapon,Shadow,23,4.3,1
Argenport,Combrei Insignia,Uncommon,1,1,1,FALSE,Power,Combrei,23,4.3,1
Argenport,Hooru Insignia,Uncommon,1,1,1,FALSE,Power,Hooru,23,4.3,1
Argenport,Heretic's Cannon,Uncommon,1,1,1,FALSE,Weapon,Fire,23,4.3,1
Argenport,Novice Entomancer,Uncommon,1,1,1,FALSE,Unit,Time,23,4.3,1
Combrei,Corrupted Behemoth,Common,46,30,46,FALSE,Unit,Time,41,73.2,1.5
Combrei,Retribution,Common,35,21,35,FALSE,Spell,Justice,41,51.2,1.7
Combrei,Argenport Soldier,Common,28,23,30.800000000000004,TRUE,Unit,Justice,41,56.1,1.2
Combrei,Quicksilver Ooze,Common,30,20,30,FALSE,Unit,Time,41,48.8,1.5
Combrei,Fall Short,Common,26,21,28.6,TRUE,Fast Spell,Justice,41,51.2,1.2
Combrei,Training Ground,Common,25,19,27.500000000000004,TRUE,Spell,Time,41,46.3,1.3
Combrei,Svetya's Faithful,Common,25,17,25,FALSE,Unit,Justice,41,41.5,1.5
Combrei,Wurmstone,Common,22,15,24.200000000000003,TRUE,Relic,Time,41,36.6,1.5
Combrei,Tauride Test Pilot,Common,24,18,24,FALSE,Unit,Justice,41,43.9,1.3
Combrei,Dispel,Common,21,17,23.1,TRUE,Spell,Time,41,41.5,1.2
Combrei,Learned Herbalist,Common,20,14,22,TRUE,Unit,Time,41,34.1,1.4
Combrei,Tremorshocker,Common,22,17,22,FALSE,Unit,Time,41,41.5,1.3
Combrei,Flash Grenade,Common,22,17,22,FALSE,Fast Spell,Justice,41,41.5,1.3
Combrei,Steadfast Paladin,Common,21,16,21,FALSE,Unit,Justice,41,39,1.3
Combrei,Roosting Warhawk,Common,21,16,21,FALSE,Unit,Justice,41,39,1.3
Combrei,Devotee of the Sands,Common,21,18,21,FALSE,Unit,Time,41,43.9,1.2
Combrei,Brightmace Paladin,Common,19,13,20.900000000000002,TRUE,Unit,Justice,41,31.7,1.5
Combrei,Avirax Familiar,Common,19,14,20.900000000000002,TRUE,Unit,Time,41,34.1,1.4
